AIR,0,0,0,152006,0,2023/11/04,15:53:46.062,2023/11/04,15:53:46.062
AIR,0,0,1,151D8D,1,2023/11/04,15:53:46.592,2023/11/04,15:53:46.592
MSG,8,0,1,151D8D,1,2023/11/04,15:53:46.592,2023/11/04,15:53:46.592,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:26.809,2023/11/04,15:54:26.809,,,,,,,,,0,0,0,0
MSG,6,0,1,151D8D,1,2023/11/04,15:54:27.324,2023/11/04,15:54:27.324,,0,,,,,,1543,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:27.324,2023/11/04,15:54:27.324,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:27.418,2023/11/04,15:54:27.418,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:27.418,2023/11/04,15:54:27.418,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:27.777,2023/11/04,15:54:27.777,,,,,,,,,0,0,0,0
MSG,6,0,1,151D8D,1,2023/11/04,15:54:28.432,2023/11/04,15:54:28.432,,0,,,,,,1543,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:29.321,2023/11/04,15:54:29.321,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:29.508,2023/11/04,15:54:29.508,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:35.795,2023/11/04,15:54:35.795,,,,,,,,,0,0,0,0
MSG,6,0,1,151D8D,1,2023/11/04,15:54:38.868,2023/11/04,15:54:38.868,,0,,,,,,1543,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:39.757,2023/11/04,15:54:39.757,,,,,,,,,0,0,0,0
MSG,5,0,1,151D8D,1,2023/11/04,15:54:40.101,2023/11/04,15:54:40.101,,10850,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:40.366,2023/11/04,15:54:40.366,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:40.444,2023/11/04,15:54:40.444,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:40.506,2023/11/04,15:54:40.506,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:40.569,2023/11/04,15:54:40.569,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:40.600,2023/11/04,15:54:40.600,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:40.693,2023/11/04,15:54:40.693,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:42.799,2023/11/04,15:54:42.799,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:42.862,2023/11/04,15:54:42.862,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:42.909,2023/11/04,15:54:42.909,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:43.080,2023/11/04,15:54:43.080,,,,,,,,,0,0,0,0
MSG,5,0,1,151D8D,1,2023/11/04,15:54:43.470,2023/11/04,15:54:43.470,,10950,,,,,,,0,0,0,0
MSG,6,0,1,151D8D,1,2023/11/04,15:54:43.845,2023/11/04,15:54:43.845,,10950,,,,,,1543,0,0,0,0
MSG,5,0,1,151D8D,1,2023/11/04,15:54:44.188,2023/11/04,15:54:44.188,,10975,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:46.481,2023/11/04,15:54:46.481,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:46.824,2023/11/04,15:54:46.824,,,,,,,,,0,0,0,0
MSG,5,0,1,151D8D,1,2023/11/04,15:54:47.074,2023/11/04,15:54:47.074,,11050,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:47.121,2023/11/04,15:54:47.121,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:47.479,2023/11/04,15:54:47.479,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:48.353,2023/11/04,15:54:48.353,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:49.164,2023/11/04,15:54:49.164,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:49.258,2023/11/04,15:54:49.258,,,,,,,,,0,0,0,0
MSG,6,0,1,151D8D,1,2023/11/04,15:54:49.258,2023/11/04,15:54:49.258,,11050,,,,,,1543,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:49.414,2023/11/04,15:54:49.414,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:49.726,2023/11/04,15:54:49.726,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:50.350,2023/11/04,15:54:50.350,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:50.459,2023/11/04,15:54:50.459,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:50.771,2023/11/04,15:54:50.771,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:50.818,2023/11/04,15:54:50.818,,,,,,,,,0,0,0,0
MSG,6,0,1,151D8D,1,2023/11/04,15:54:50.865,2023/11/04,15:54:50.865,,11050,,,,,,1543,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:50.943,2023/11/04,15:54:50.943,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:50.943,2023/11/04,15:54:50.943,,,,,,,,,0,0,0,0
MSG,8,0,1,151D8D,1,2023/11/04,15:54:54.141,2023/11/04,15:54:54.141,,,,,,,,,0,0,0,0
AIR,0,0,0,151D8D,0,2023/11/04,16:03:07.514,2023/11/04,16:03:07.514
AIR,0,0,1,155C2E,1,2023/11/04,16:03:13.239,2023/11/04,16:03:13.239
MSG,8,0,1,155C2E,1,2023/11/04,16:03:13.239,2023/11/04,16:03:13.239,,,,,,,,,0,0,0,0
MSG,8,0,1,155C2E,1,2023/11/04,16:03:13.458,2023/11/04,16:03:13.458,,,,,,,,,0,0,0,0
MSG,5,0,1,155C2E,1,2023/11/04,16:03:14.144,2023/11/04,16:03:14.144,,35000,,,,,,,0,0,0,0
MSG,5,0,1,155C2E,1,2023/11/04,16:03:14.503,2023/11/04,16:03:14.503,,35025,,,,,,,0,0,0,0
MSG,6,0,1,155C2E,1,2023/11/04,16:03:14.550,2023/11/04,16:03:14.550,,35025,,,,,,0751,0,0,0,0
MSG,8,0,1,155C2E,1,2023/11/04,16:03:14.830,2023/11/04,16:03:14.830,,,,,,,,,0,0,0,0
MSG,8,0,1,155C2E,1,2023/11/04,16:03:14.893,2023/11/04,16:03:14.893,,,,,,,,,0,0,0,0
